SalePrice,LotFrontage,LotArea,Utilities,Neighborhood,YearBuilt,FullBath,HalfBath,BedroomAbvGr,GarageCars,GarageArea
126000,60.0,8160,AllPub,Edwards,1940,1,1,3,1,240
142000,65.0,8450,AllPub,NAmes,1968,1,0,3,1,304
206300,78.0,7060,AllPub,Mitchel,1997,2,0,2,4,784
215000,,16635,AllPub,NWAmes,1977,2,0,3,2,529
113000,100.0,21750,AllPub,Mitchel,1954,1,0,2,2,520
315000,80.0,9200,AllPub,NoRidge,1998,2,1,4,3,696
139000,72.0,9000,AllPub,NAmes,1956,1,0,2,1,297
135000,60.0,3378,AllPub,OldTown,1946,1,1,3,1,240
275000,,12800,AllPub,SawyerW,1989,2,0,2,2,569
109008,77.0,8593,AllPub,NAmes,1957,1,0,3,1,352
195400,64.0,6762,AllPub,CollgCr,2007,2,0,2,2,628
175000,130.0,11457,AllPub,Timber,1988,2,0,3,2,576
85400,21.0,1680,AllPub,BrDale,1971,1,1,2,1,264
79900,60.0,5586,AllPub,OldTown,1920,1,0,4,0,0
122500,24.0,1920,AllPub,BrDale,1971,1,1,2,2,440
181000,100.0,10839,AllPub,Gilbert,1997,2,1,3,2,470
81000,21.0,1890,AllPub,MeadowV,1972,1,0,1,0,0
212000,43.0,10667,AllPub,CollgCr,1996,2,1,3,2,550
116000,40.0,4400,AllPub,OldTown,1920,1,0,2,2,440
119000,50.0,6000,AllPub,BrkSide,1926,1,0,2,1,180
90350,40.0,4280,AllPub,Crawfor,1913,1,0,2,1,352
110000,67.0,12354,AllPub,Edwards,1920,1,0,3,2,528
555000,105.0,15431,AllPub,NridgHt,2008,2,0,2,3,672
118000,92.0,12108,AllPub,Edwards,1955,2,0,4,0,0
162900,52.0,6240,AllPub,BrkSide,1930,2,0,3,2,360
172500,53.0,3922,AllPub,Blmngtn,2006,2,0,2,3,648
210000,70.0,8750,AllPub,CollgCr,1994,2,1,4,2,493
127500,73.0,9855,AllPub,Edwards,1956,1,0,3,2,480
190000,137.0,16492,AllPub,NAmes,1966,2,1,2,2,578
199900,,11214,AllPub,Gilbert,1998,2,1,4,2,431
119500,50.0,8600,AllPub,IDOTRR,1937,2,0,3,1,198
120000,50.0,6000,AllPub,OldTown,1948,1,1,2,1,308
110000,70.0,5684,AllPub,OldTown,1930,1,0,2,1,270
280000,62.0,70761,AllPub,ClearCr,1975,2,0,2,2,576
204000,,9303,AllPub,Timber,1996,2,1,3,2,422
210000,75.0,9000,AllPub,Somerst,2008,2,1,3,2,676
188000,63.0,9297,AllPub,Mitchel,1976,2,0,4,2,560
175500,80.0,9600,AllPub,NWAmes,1973,1,1,3,2,528
98000,34.0,4571,AllPub,OldTown,1916,1,0,4,3,513
256000,,53227,AllPub,ClearCr,1954,1,0,2,2,529
161000,,5100,AllPub,OldTown,1925,1,0,3,1,228
110000,,7015,AllPub,BrkSide,1950,1,0,3,1,352
263435,75.0,8004,AllPub,Somerst,2009,2,1,3,2,552
155000,60.0,7200,AllPub,SWISU,1936,1,0,3,2,576
62383,60.0,8281,AllPub,Sawyer,1965,1,0,3,1,360
188700,74.0,11988,AllPub,Crawfor,1934,1,1,3,1,240
124000,60.0,8430,AllPub,CollgCr,1978,2,0,3,0,0
178740,,3072,AllPub,Blmngtn,2004,2,0,2,2,398
167000,85.0,10628,AllPub,NAmes,1970,1,0,2,2,526
146500,79.0,9480,AllPub,NAmes,1942,1,1,3,1,312
250000,98.0,11428,AllPub,NridgHt,2006,2,0,3,3,866
187000,76.0,9291,AllPub,SawyerW,1993,2,1,3,2,506
212000,,6820,AllPub,StoneBr,1985,1,1,1,2,528
190000,92.0,11952,AllPub,NWAmes,1977,2,1,3,2,534
148000,35.0,3675,AllPub,Edwards,2005,1,0,2,2,525
440000,110.0,14977,AllPub,NridgHt,2006,2,0,2,3,908
251000,41.0,5330,AllPub,StoneBr,2000,2,0,2,2,499
132500,80.0,8480,AllPub,Sawyer,1963,1,0,2,2,624
208900,75.0,13125,AllPub,CollgCr,1997,2,0,3,2,508
380000,105.0,13693,AllPub,NridgHt,2006,2,1,3,3,694
297000,79.0,10637,AllPub,CollgCr,2007,2,0,3,3,826
89471,50.0,5925,AllPub,OldTown,1937,1,0,2,2,672
326000,98.0,16033,AllPub,NridgHt,2004,2,0,3,3,772
374000,72.0,11846,AllPub,NridgHt,2003,2,0,2,3,874
155000,50.0,2500,AllPub,OldTown,1915,1,1,4,1,164
164000,32.0,4500,AllPub,Mitchel,1998,2,0,2,2,402
132500,,7758,AllPub,Sawyer,1962,1,0,3,1,264
147000,80.0,9600,AllPub,NAmes,1950,1,0,3,1,264
156000,79.0,10289,AllPub,NAmes,1965,1,1,3,2,515
175000,70.0,12243,AllPub,NWAmes,1971,2,0,3,2,487
160000,60.0,10800,AllPub,OldTown,1900,2,0,3,2,520
86000,21.0,1526,AllPub,MeadowV,1970,1,0,1,1,286
115000,,2665,AllPub,MeadowV,1976,1,1,3,1,336
133000,79.0,9490,AllPub,NAmes,1941,1,0,3,1,240
172785,105.0,15578,AllPub,Gilbert,2006,2,1,3,2,429
155000,70.0,7931,AllPub,NAmes,1960,1,1,3,1,308
91300,50.0,5784,AllPub,OldTown,1938,1,0,2,1,273
34900,60.0,7879,AllPub,IDOTRR,1920,1,0,2,0,0
430000,,12692,AllPub,NoRidge,1992,3,0,4,2,546
184000,60.0,9120,AllPub,BrkSide,1925,2,0,4,1,240
130000,65.0,7800,AllPub,Sawyer,1967,1,0,3,1,288
120000,70.0,7535,AllPub,NAmes,1958,1,0,2,1,297
113000,21.0,1890,AllPub,BrDale,1973,1,1,3,1,264
226700,75.0,9803,AllPub,Somerst,2005,2,1,3,2,603
140000,70.0,9170,AllPub,Edwards,1965,1,0,2,2,461
289000,100.0,15602,AllPub,Crawfor,1959,2,0,1,2,484
147000,24.0,2308,AllPub,NPkVill,1974,2,1,3,2,440
124500,60.0,7596,AllPub,OldTown,1952,2,0,4,2,400
215000,80.0,9554,AllPub,SawyerW,1993,2,1,3,2,471
208300,75.0,7862,AllPub,Somerst,2009,2,0,2,2,676
161000,60.0,9600,AllPub,OldTown,1928,2,0,3,2,360
124500,80.0,9600,AllPub,NAmes,1959,1,0,3,1,270
164900,75.0,14559,AllPub,NAmes,1951,1,0,2,1,288
202665,40.0,6792,AllPub,NridgHt,2005,2,0,2,2,474
129900,70.0,9100,AllPub,NAmes,1958,1,0,3,2,624
134000,71.0,9187,AllPub,Mitchel,1983,1,1,3,2,484
96500,55.0,10594,AllPub,Crawfor,1926,1,0,2,1,200
402861,94.0,12220,AllPub,NridgHt,2009,2,1,3,3,900
158000,,10448,AllPub,NWAmes,1972,2,1,3,2,583
265000,79.0,10208,AllPub,NoRidge,1996,2,1,3,3,889
211000,,9531,AllPub,CollgCr,1998,2,1,3,2,546
234000,53.0,10918,AllPub,Crawfor,1926,1,1,3,1,282
106250,60.0,10800,AllPub,OldTown,1900,2,0,3,0,0
150000,90.0,11988,AllPub,NAmes,1957,1,1,3,1,336
159000,50.0,5000,AllPub,BrkSide,1947,2,0,3,2,420
184750,130.0,40094,AllPub,Edwards,2007,3,1,3,3,884
315750,95.0,11787,AllPub,NoRidge,1996,2,1,3,3,834
176000,62.0,7500,AllPub,Somerst,2005,2,0,3,2,453
132000,70.0,13300,AllPub,NAmes,1956,1,0,2,1,252
446261,67.0,14948,AllPub,NridgHt,2008,2,1,3,3,858
86000,58.0,9098,AllPub,Edwards,1920,1,0,2,0,0
200624,,32668,AllPub,Crawfor,1957,3,0,4,2,484
175000,85.0,10200,AllPub,Timber,1988,2,0,3,2,600
128000,60.0,6155,AllPub,BrkSide,1920,2,0,3,2,502
107500,60.0,7200,AllPub,NAmes,1955,1,0,2,1,392
39300,50.0,5000,AllPub,BrkSide,1946,1,0,1,0,0
178000,74.0,9056,AllPub,Gilbert,2004,2,1,3,2,403
107500,70.0,7000,AllPub,Edwards,1910,1,0,3,0,0
188000,57.0,8924,AllPub,CollgCr,1998,2,1,3,2,527
111250,,12735,AllPub,NAmes,1972,1,0,3,2,576
158000,,11553,AllPub,Sawyer,1968,1,1,3,1,336
272000,,11423,AllPub,CollgCr,2001,2,0,3,2,670
315000,85.0,14601,AllPub,Timber,2006,2,0,2,3,765
248000,,11000,AllPub,NoRidge,2000,2,1,4,3,648
213250,78.0,10140,AllPub,NWAmes,1998,2,0,3,2,583
133000,34.0,4058,AllPub,NAmes,1998,1,0,1,1,367
179665,58.0,17104,AllPub,Gilbert,2006,2,1,3,2,426
229000,,13837,AllPub,NWAmes,1988,2,1,4,3,786
210000,70.0,8737,AllPub,BrkSide,1923,1,1,3,2,440
129500,54.0,7244,AllPub,Mitchel,1970,1,0,2,2,624
125000,49.0,8235,AllPub,OldTown,1955,1,0,2,2,720
263000,75.0,9375,AllPub,Somerst,2003,2,1,4,2,615
140000,53.0,4043,AllPub,NPkVill,1977,2,0,2,2,440
112500,50.0,6000,AllPub,OldTown,1957,1,0,3,1,288
255500,87.0,11146,AllPub,NridgHt,2006,2,0,3,3,908
108000,67.0,8777,AllPub,Edwards,1949,2,0,2,2,520
284000,85.0,10625,AllPub,NridgHt,2003,2,1,3,3,871
113000,58.0,6380,AllPub,BrkSide,1922,1,0,2,1,280
141000,69.0,14850,AllPub,NAmes,1957,1,0,2,1,299
108000,60.0,11040,AllPub,IDOTRR,1920,1,1,3,1,570
175000,57.0,21872,AllPub,Gilbert,1996,2,1,3,2,406
234000,,3196,AllPub,Blmngtn,2003,2,0,2,2,420
121500,,11341,AllPub,Sawyer,1957,1,1,3,2,528
170000,77.0,10010,AllPub,Mitchel,1974,1,0,2,2,418
108000,63.0,13907,AllPub,Edwards,1940,1,0,3,0,0
185000,66.0,21780,AllPub,Edwards,1918,2,0,4,2,396
268000,,13346,AllPub,NoRidge,1992,2,1,4,2,590
128000,66.0,6858,AllPub,SWISU,1915,1,1,4,1,216
325000,77.0,11198,AllPub,StoneBr,2005,2,1,4,3,656
214000,70.0,10171,AllPub,NridgHt,2004,2,0,3,2,532
316600,79.0,12327,AllPub,SawyerW,1983,1,1,1,2,612
135960,,7032,AllPub,NAmes,1979,1,0,2,2,600
142600,74.0,13101,AllPub,NAmes,1965,2,0,6,2,576
120000,60.0,7332,AllPub,NAmes,1959,1,0,2,1,288
224500,83.0,13159,AllPub,Timber,2009,2,1,3,2,650
170000,76.0,9967,AllPub,Gilbert,2000,2,1,3,2,400
139000,70.0,10500,AllPub,NAmes,1971,1,0,3,1,288
118500,80.0,8480,AllPub,NAmes,1947,1,0,2,1,336
145000,52.0,6292,AllPub,SWISU,1928,2,0,3,1,216
164500,96.0,11777,AllPub,Sawyer,1966,1,0,3,2,564
146000,34.0,3604,AllPub,Somerst,2007,2,0,2,2,540
131500,81.0,12150,AllPub,OldTown,1954,2,0,4,1,352
181900,,14585,AllPub,NAmes,1960,1,0,3,2,572
253293,98.0,12704,AllPub,NridgHt,2008,2,1,3,3,1390
118500,81.0,11841,AllPub,Edwards,1990,1,0,3,0,0
325000,75.0,13500,AllPub,OldTown,1893,3,1,3,2,880
133000,51.0,6120,AllPub,BrkSide,1935,1,0,3,1,240
369900,88.0,11443,AllPub,Timber,2005,2,0,2,3,880
130000,55.0,10267,AllPub,BrkSide,1918,1,0,2,1,275
137000,74.0,8740,AllPub,Sawyer,1982,1,0,2,2,528
143000,65.0,25095,AllPub,ClearCr,1968,1,0,1,1,452
79500,50.0,9100,AllPub,BrkSide,1930,1,0,2,1,308
185900,64.0,8320,AllPub,CollgCr,2004,2,1,3,2,520
451950,97.0,13478,AllPub,NridgHt,2008,2,1,3,3,842
138000,60.0,6600,AllPub,Mitchel,1982,1,0,2,2,816
140000,,4435,AllPub,CollgCr,2003,1,0,1,2,420
110000,88.0,7990,AllPub,CollgCr,1975,1,0,3,1,280
319000,69.0,11302,AllPub,StoneBr,2005,2,0,3,3,758
114504,60.0,3600,AllPub,OldTown,1910,1,0,3,1,216
194201,53.0,3922,AllPub,Blmngtn,2006,0,2,2,3,648
217500,80.0,12984,AllPub,Crawfor,1977,2,0,3,2,621
151000,24.0,1950,AllPub,Blueste,1980,2,1,3,2,452
275000,74.0,10927,AllPub,NridgHt,2005,2,1,3,2,736
141000,50.0,9000,AllPub,IDOTRR,1937,1,1,3,1,544
220000,80.0,10041,AllPub,SawyerW,1992,2,1,3,2,506
151000,30.0,3182,AllPub,Somerst,2004,2,1,2,2,480
221000,88.0,12803,AllPub,CollgCr,2002,2,0,3,2,530
205000,85.0,13600,AllPub,NAmes,1965,2,1,3,2,486
152000,82.0,12464,AllPub,CollgCr,1996,1,0,3,2,576
225000,78.0,7800,AllPub,Edwards,1948,3,0,3,1,230
359100,78.0,12168,AllPub,Crawfor,1934,2,1,4,2,380
118500,61.0,7943,AllPub,Sawyer,1961,1,0,3,1,261
313000,,11050,AllPub,CollgCr,2000,2,1,3,3,736
148000,,10395,AllPub,NWAmes,1978,2,0,3,2,564
261500,,11885,AllPub,CollgCr,2001,2,1,3,2,531
147000,70.0,8402,AllPub,Mitchel,2007,1,0,3,0,0
75500,21.0,1491,AllPub,MeadowV,1972,1,0,1,0,0
137500,80.0,8800,AllPub,NAmes,1963,1,0,3,2,480
183200,,7861,AllPub,Gilbert,2002,2,1,3,2,393
105500,59.0,7227,AllPub,NAmes,1954,1,0,2,2,528
314813,90.0,11694,AllPub,NridgHt,2007,2,0,3,3,774
305000,85.0,12244,AllPub,Timber,2003,2,1,4,3,749
67000,45.0,8248,AllPub,Edwards,1914,1,0,2,0,0
240000,90.0,10800,AllPub,NWAmes,1974,2,1,4,2,624
135000,71.0,7064,AllPub,Sawyer,1977,1,0,3,2,484
168500,,2117,AllPub,Somerst,2000,2,1,2,2,440
165150,80.0,10400,AllPub,NWAmes,1972,1,2,4,2,484
160000,87.0,10000,AllPub,NAmes,1962,1,1,3,2,440
139900,,12342,AllPub,NAmes,1960,1,0,3,1,286
153000,80.0,9600,AllPub,NAmes,1955,1,0,3,1,364
135000,70.0,11606,AllPub,NAmes,1969,1,2,5,2,504
168500,82.0,9020,AllPub,NAmes,1964,1,1,3,2,520
124000,50.0,9000,AllPub,OldTown,1880,1,0,3,1,240
209500,34.0,4590,AllPub,NridgHt,2006,2,0,2,2,627
82500,85.0,11900,AllPub,NWAmes,1977,2,0,3,2,544
139400,80.0,9250,AllPub,NAmes,1954,1,0,3,1,260
144000,64.0,6979,AllPub,OldTown,1980,0,0,0,2,576
200000,60.0,10896,AllPub,SWISU,1914,2,0,8,0,0
60000,51.0,6120,AllPub,BrkSide,1936,1,0,1,0,0
93000,50.0,6000,AllPub,OldTown,1954,2,0,3,1,256
85000,67.0,8777,AllPub,Edwards,1910,1,0,2,0,0
264561,53.0,3982,AllPub,Blmngtn,2006,2,0,1,3,648
274000,62.0,12677,AllPub,NridgHt,2003,1,1,1,2,588
226000,,7050,AllPub,Somerst,2001,2,1,3,2,650
345000,75.0,13860,AllPub,NAmes,1972,2,1,4,2,538
152000,80.0,10793,AllPub,NWAmes,1969,2,1,4,2,462
370878,85.0,9187,AllPub,Somerst,2009,2,1,2,3,478
143250,,10530,AllPub,NAmes,1971,1,1,3,2,576
98300,60.0,7200,AllPub,NAmes,1950,1,0,3,2,420
155000,85.0,10452,AllPub,Edwards,1953,1,0,3,2,495
155000,70.0,7700,AllPub,NAmes,1966,1,1,4,2,442
84500,21.0,1936,AllPub,MeadowV,1970,1,0,1,0,0
205950,65.0,8125,AllPub,Somerst,2007,2,1,3,2,562
108000,60.0,9084,AllPub,Edwards,1940,1,0,4,1,296
191000,70.0,8750,AllPub,CollgCr,1996,2,1,2,2,512
135000,60.0,10320,AllPub,IDOTRR,1906,1,0,3,1,216
350000,91.0,10437,AllPub,NoRidge,1995,2,1,2,3,839
88000,21.0,1680,AllPub,BrDale,1971,1,1,3,1,264
145500,72.0,10007,AllPub,NAmes,1959,1,1,3,1,312
149000,60.0,7200,AllPub,Crawfor,1931,1,1,3,1,270
97500,78.0,17503,AllPub,NAmes,1948,1,0,3,1,330
167000,75.0,9937,AllPub,Edwards,1964,1,0,3,2,480
197900,,12384,AllPub,NWAmes,1976,2,1,3,2,550
402000,52.0,46589,AllPub,NoRidge,1994,2,1,4,3,711
110000,120.0,13560,AllPub,NAmes,1968,1,0,2,2,576
137500,90.0,10012,AllPub,Edwards,1972,2,0,3,2,588
423000,49.0,20896,AllPub,Somerst,2005,1,1,1,3,1134
230500,106.0,11194,AllPub,Gilbert,2000,2,1,3,2,504
129000,,18450,AllPub,NAmes,1965,2,1,3,2,596
193500,65.0,8125,AllPub,SawyerW,1994,2,0,3,2,575
168000,,14175,AllPub,Sawyer,1956,1,1,3,2,576
137500,80.0,11600,AllPub,Crawfor,1922,1,0,2,1,252
173500,64.0,8633,AllPub,CollgCr,2005,2,1,3,2,540
103600,54.0,6629,AllPub,Edwards,1925,2,0,3,1,300
165000,,11250,AllPub,Veenker,1977,1,1,3,2,546
257500,110.0,14442,AllPub,Crawfor,1957,2,0,3,2,416
140000,80.0,9200,AllPub,NAmes,1965,1,0,3,1,384
148500,24.0,2289,AllPub,NPkVill,1978,2,1,3,2,440
87000,60.0,9600,AllPub,OldTown,1900,2,0,4,3,779
109500,52.0,9022,AllPub,OldTown,1924,1,0,2,1,240
372500,80.0,11844,AllPub,StoneBr,2008,2,1,3,3,834
128500,,9945,AllPub,Sawyer,1961,1,0,3,2,572
143000,50.0,8012,AllPub,SawyerW,1980,2,0,2,1,264
159434,55.0,4500,AllPub,SWISU,1932,1,0,3,1,281
173000,,2887,AllPub,ClearCr,1996,1,0,2,2,431
285000,90.0,11248,AllPub,CollgCr,2002,2,0,3,3,702
221000,58.0,16770,AllPub,NoRidge,1998,2,1,4,2,486
207500,,5062,AllPub,StoneBr,1984,2,0,3,2,577
227875,84.0,10207,AllPub,Somerst,2007,3,0,3,2,578
148800,,5105,AllPub,Somerst,2004,2,1,2,2,480
392000,60.0,8089,AllPub,StoneBr,2007,2,0,2,2,567
194700,61.0,7577,AllPub,NridgHt,2005,2,0,2,2,460
141000,,4426,AllPub,CollgCr,2004,1,0,1,2,420
755000,104.0,21535,AllPub,NoRidge,1994,3,1,4,3,832
335000,42.0,26178,AllPub,Timber,1989,2,1,4,2,628
108480,60.0,5400,AllPub,OldTown,1921,1,0,2,1,326
141500,51.0,6120,AllPub,BrkSide,1936,1,1,3,2,576
176000,54.0,13811,AllPub,Timber,1987,2,0,2,2,551
89000,50.0,6000,AllPub,BrkSide,1921,1,0,2,1,205
123500,57.0,6420,AllPub,Edwards,1952,1,0,2,1,308
138500,65.0,8450,AllPub,Sawyer,1965,1,0,3,1,336
196000,59.0,4282,AllPub,Somerst,2004,2,0,2,2,530
312500,85.0,14331,AllPub,Timber,2002,2,0,3,3,765
140000,80.0,9600,AllPub,NWAmes,1969,1,1,3,2,528
361919,82.0,12438,AllPub,StoneBr,2006,2,1,4,3,666
140000,76.0,7630,AllPub,OldTown,1900,2,0,4,2,672
213000,70.0,8400,AllPub,CollgCr,2004,2,0,3,2,606
55000,70.0,5600,AllPub,IDOTRR,1930,2,0,3,0,0
302000,,115149,AllPub,ClearCr,1971,2,0,2,2,739
254000,48.0,6240,AllPub,NridgHt,2006,2,0,2,2,550
179540,65.0,9018,AllPub,Gilbert,2007,2,1,3,2,400
109900,,7162,AllPub,Sawyer,1966,1,0,3,1,408
52000,56.0,4130,AllPub,BrkSide,1935,1,0,2,0,0
102776,66.0,8712,AllPub,IDOTRR,1900,1,0,2,1,384
189000,40.0,4671,AllPub,StoneBr,1988,2,0,2,2,472
129000,60.0,9873,AllPub,BrkSide,1970,1,0,3,2,576
130500,,13517,AllPub,Sawyer,1976,2,1,3,2,475
165000,78.0,10140,AllPub,NWAmes,1974,2,0,3,2,478
159500,60.0,10800,AllPub,OldTown,1890,1,1,3,2,704
157000,80.0,10000,AllPub,NWAmes,1973,1,1,3,2,439
341000,96.0,10542,AllPub,NoRidge,1993,2,1,3,3,983
128500,69.0,9920,AllPub,CollgCr,1969,1,1,3,1,300
275000,,6563,AllPub,StoneBr,1985,2,0,2,2,564
143000,,4426,AllPub,CollgCr,2004,1,0,1,2,420
124500,70.0,8120,AllPub,NAmes,1970,1,0,3,2,463
135000,60.0,8172,AllPub,Edwards,1954,2,0,4,1,548
320000,86.0,13286,AllPub,Edwards,2007,2,0,3,3,768
120500,60.0,6960,AllPub,NAmes,1970,1,0,3,2,660
222000,,21695,AllPub,Crawfor,1988,2,0,3,2,540
194500,64.0,7314,AllPub,CollgCr,2007,2,0,2,2,632
110000,85.0,11475,AllPub,NAmes,1958,2,0,4,3,888
103000,52.0,6240,AllPub,IDOTRR,1925,1,0,2,2,539
236500,39.0,5389,AllPub,StoneBr,1995,2,0,2,2,608
187500,73.0,9590,AllPub,Timber,2003,2,0,3,2,438
222500,75.0,11404,AllPub,CollgCr,1998,2,1,3,2,541
131400,80.0,10000,AllPub,Sawyer,1961,1,0,3,1,264
108000,,8978,AllPub,Sawyer,1968,1,0,3,1,300
163000,60.0,10800,AllPub,OldTown,1914,1,1,2,2,320
93500,60.0,8544,AllPub,NAmes,1950,2,0,2,2,400
239900,72.0,10463,AllPub,Gilbert,2005,2,1,3,3,800
179000,60.0,10800,AllPub,Edwards,1987,3,0,3,0,0
190000,65.0,9313,AllPub,CollgCr,2004,2,1,3,2,572
132000,60.0,9600,AllPub,OldTown,1910,2,0,2,2,360
142000,65.0,6768,AllPub,Sawyer,1961,1,0,3,1,288
179000,65.0,8450,AllPub,SawyerW,2000,2,0,3,2,539
175000,70.0,12886,AllPub,Sawyer,1963,2,0,3,2,480
180000,41.0,5395,AllPub,StoneBr,1993,2,0,2,2,462
299800,,8963,AllPub,NWAmes,1976,3,1,4,2,831
236000,,8795,AllPub,Gilbert,2000,2,1,4,2,554
265979,65.0,11700,AllPub,OldTown,1880,1,1,4,4,864
260400,59.0,10593,AllPub,NoRidge,1996,2,0,3,2,527
98000,50.0,8405,AllPub,Edwards,1945,2,0,4,1,240
96500,55.0,8800,AllPub,OldTown,1910,1,0,3,0,0
162000,,7750,AllPub,Gilbert,2003,2,1,3,2,400
217000,79.0,9236,AllPub,CollgCr,1997,2,0,3,2,576
275500,80.0,10240,AllPub,NridgHt,2005,2,1,3,3,878
156000,61.0,7930,AllPub,NAmes,1969,1,0,3,2,440
172500,34.0,3230,AllPub,Somerst,1999,2,1,3,2,440
212000,68.0,10769,AllPub,CollgCr,2007,2,1,3,2,578
158900,,11616,AllPub,Sawyer,1978,2,1,3,2,440
179400,24.0,2280,AllPub,Somerst,1999,2,1,3,2,440
290000,65.0,12257,AllPub,NoRidge,1995,2,1,4,3,752
127500,70.0,9100,AllPub,NAmes,1959,1,0,2,1,300
100000,60.0,6911,AllPub,BrkSide,1924,1,0,2,2,440
215200,72.0,8640,AllPub,Somerst,2009,2,1,3,2,614
337000,82.0,9430,AllPub,NoRidge,1999,2,1,3,3,856
270000,30.0,9549,AllPub,Veenker,1995,1,1,2,2,481
264132,75.0,14587,AllPub,Somerst,2008,2,0,2,2,592
196500,80.0,10421,AllPub,NWAmes,1988,2,1,3,2,496
160000,75.0,12508,AllPub,Mitchel,1940,2,0,4,1,423
216837,70.0,9100,AllPub,CollgCr,2004,2,0,3,2,484
538000,47.0,53504,AllPub,StoneBr,2003,3,1,4,3,841
134900,,7252,AllPub,Sawyer,1982,1,0,2,2,576
102000,67.0,8877,AllPub,Edwards,1951,1,0,2,2,396
107000,94.0,7819,AllPub,Edwards,1976,1,0,3,2,672
114500,70.0,10150,AllPub,NAmes,1958,1,0,2,1,275
395000,110.0,14226,AllPub,NridgHt,2006,2,0,3,3,895
162000,32.0,4500,AllPub,Mitchel,1998,2,0,2,2,412
221500,86.0,11210,AllPub,CollgCr,2005,2,0,3,3,865
142500,100.0,13350,AllPub,Sawyer,1974,1,0,3,2,440
144000,60.0,8400,AllPub,SawyerW,1977,2,0,4,2,630
135000,78.0,10530,AllPub,Mitchel,1977,1,0,2,2,504
176000,63.0,7875,AllPub,Gilbert,1995,2,0,3,2,402
175900,65.0,7153,AllPub,SawyerW,1992,2,1,3,2,484
187100,67.0,16285,AllPub,CollgCr,2001,2,0,3,2,605
165500,,9101,AllPub,Mitchel,1978,1,0,1,2,602
128000,35.0,6300,AllPub,OldTown,1914,2,0,3,0,0
161500,,9790,AllPub,NWAmes,1967,2,0,3,2,457
139000,60.0,10800,AllPub,OldTown,1915,2,0,4,1,416
233000,76.0,10142,AllPub,SawyerW,2004,2,1,4,2,618
107900,50.0,6000,AllPub,OldTown,1954,1,0,2,1,281
187500,,12205,AllPub,ClearCr,1966,2,1,5,2,444
160200,43.0,3182,AllPub,Blmngtn,2005,2,0,2,2,397
146800,,11333,AllPub,Mitchel,1976,1,0,3,2,539
269790,92.0,9920,AllPub,NoRidge,1996,2,1,3,2,455
225000,76.0,9158,AllPub,Somerst,2007,2,0,3,2,474
194500,,10832,AllPub,Gilbert,1994,2,1,3,2,409
171000,70.0,8400,AllPub,SawyerW,1980,2,1,3,2,476
143500,71.0,8197,AllPub,Sawyer,1977,1,1,3,2,528
110000,57.0,7677,AllPub,NAmes,1953,1,0,2,1,240
485000,104.0,13518,AllPub,NridgHt,2008,3,1,4,3,820
175000,60.0,7200,AllPub,SWISU,1937,1,1,3,1,240
200000,79.0,12798,AllPub,ClearCr,1997,2,1,4,2,603
109900,40.0,4800,AllPub,IDOTRR,1916,1,0,2,2,440
189000,63.0,8199,AllPub,CollgCr,2005,2,1,3,2,410
582933,107.0,13891,AllPub,NridgHt,2008,3,1,4,3,1020
118000,75.0,9000,AllPub,NAmes,1954,1,0,2,1,286
227680,91.0,12274,AllPub,Somerst,2008,2,0,3,2,554
135500,75.0,9750,AllPub,NAmes,1967,2,0,3,1,384
223500,144.0,21384,AllPub,BrkSide,1923,1,1,3,2,528
159950,85.0,13400,AllPub,NAmes,1966,1,0,3,2,484
106000,90.0,8100,AllPub,OldTown,1898,2,0,2,2,360
181000,78.0,10140,AllPub,NWAmes,1974,1,1,3,2,484
144500,,4438,AllPub,CollgCr,2004,1,0,1,2,420
55993,66.0,8712,AllPub,IDOTRR,1952,1,0,2,2,504
157900,75.0,9750,AllPub,NAmes,1958,1,1,4,1,301
116000,45.0,8248,AllPub,Edwards,1918,1,1,3,1,280
224900,48.0,12137,AllPub,CollgCr,1998,2,0,3,2,598
137000,,11425,AllPub,NAmes,1954,1,0,2,1,275
271000,,13265,AllPub,Mitchel,2002,2,0,3,3,857
155000,80.0,8816,AllPub,ClearCr,1971,1,0,3,2,440
224000,44.0,6371,AllPub,NridgHt,2009,2,0,2,2,484
183000,72.0,7226,AllPub,CollgCr,2003,2,1,3,2,595
93000,60.0,6000,AllPub,OldTown,1953,1,0,2,2,576
225000,,12394,AllPub,Gilbert,2003,2,1,3,2,433
139500,60.0,9900,AllPub,SWISU,1940,2,0,3,1,240
232600,81.0,11216,AllPub,Somerst,2006,2,0,3,2,776
385000,114.0,14803,AllPub,NridgHt,2007,2,0,2,3,1220
109500,50.0,6130,AllPub,BrkSide,1924,1,0,2,0,0
189000,65.0,8529,AllPub,SawyerW,2001,2,0,3,2,527
185000,,28698,AllPub,ClearCr,1967,2,1,3,2,538
147400,24.0,2544,AllPub,Somerst,2005,2,1,2,2,480
166000,80.0,11900,AllPub,NAmes,1957,1,1,3,2,458
151000,30.0,3180,AllPub,Somerst,2005,2,1,2,2,480
237000,44.0,9548,AllPub,CollgCr,2003,2,1,3,2,613
167000,100.0,10004,AllPub,NAmes,1964,1,1,3,2,472
139950,75.0,7875,AllPub,NAmes,1961,1,0,3,2,456
128000,60.0,9600,AllPub,Sawyer,1950,2,0,2,2,436
153500,90.0,8100,AllPub,OldTown,1948,1,0,2,2,812
100000,21.0,1680,AllPub,BrDale,1973,1,1,2,1,264
